,age,sex,weight,reaction,count,applnNo
10010,4,2,n,INFUSION SITE DISCOLOURATION,1,NDA022180
10011,4,2,n,INFUSION SITE EXTRAVASATION,1,NDA022180
10012,4,2,n,OFF LABEL USE,1,NDA022180
10013,5,2,n,CHEST PAIN,3,NDA022180
10014,5,2,n,DYSPNOEA,3,NDA022180
10015,5,2,n,FLUSHING,3,NDA022180
10016,5,2,h,ANXIETY,2,NDA022180
10017,5,2,h,FATIGUE,2,NDA022180
10018,5,2,h,MUSCLE SPASMS,2,NDA022180
10019,6,2,n,UNRESPONSIVE TO STIMULI,3,NDA022180
10020,6,2,n,DECREASED APPETITE,2,NDA022180
10021,6,2,n,DYSPNOEA,2,NDA022180
10022,6,2,h,BACK PAIN,1,NDA022180
10023,6,2,h,BONE PAIN,1,NDA022180
10024,6,2,h,FALL,1,NDA022180
10025,3,1,l,CEREBROVASCULAR ACCIDENT,1,NDA213872
10026,3,1,l,INFUSION SITE MASS,1,NDA213872
10027,3,1,l,OXYGEN SATURATION DECREASED,1,NDA213872
10028,5,1,n,MALAISE,1,NDA213872
10029,5,1,n,MALIGNANT NEOPLASM PROGRESSION,1,NDA213872
10030,5,1,n,PNEUMONIA,1,NDA213872
10031,5,1,h,PAIN,2,NDA213872
10032,5,1,h,ANHEDONIA,1,NDA213872
10033,5,1,h,ANXIETY,1,NDA213872
10034,6,1,n,ANGIOEDEMA,1,NDA213872
10035,6,1,n,BLOOD CREATININE INCREASED,1,NDA213872
10036,6,1,n,BLOOD GLUCOSE INCREASED,1,NDA213872
10037,6,1,h,FATIGUE,2,NDA213872
10038,6,1,h,ASTHENIA,1,NDA213872
10039,6,1,h,BLOOD PRESSURE FLUCTUATION,1,NDA213872
10040,5,2,n,PRODUCT USE ISSUE,3,NDA213872
10041,5,2,n,ASTHMA,2,NDA213872
10042,5,2,n,CHRONIC KIDNEY DISEASE,2,NDA213872
10043,5,2,h,COVID-19,2,NDA213872
10044,5,2,h,HEADACHE,2,NDA213872
10045,5,2,h,PERIPHERAL SWELLING,2,NDA213872
10046,6,2,n,DEATH,1,NDA213872
10047,6,2,n,DERMATITIS ATOPIC,1,NDA213872
10048,6,2,n,DRUG INEFFECTIVE,1,NDA213872
10049,6,2,h,ASTHMA,3,NDA213872
10050,6,2,h,EOSINOPHIL COUNT INCREASED,3,NDA213872
10051,6,2,h,PULMONARY FUNCTION TEST DECREASED,3,NDA213872
10052,4,1,n,ACUTE KIDNEY INJURY,1,NDA050641
10053,4,1,n,CHRONIC KIDNEY DISEASE,1,NDA050641
10054,4,1,n,HYPERTENSION,1,NDA050641
10055,5,1,n,PAIN,9,NDA050641
10056,5,1,n,EMOTIONAL DISTRESS,8,NDA050641
10057,5,1,n,ANXIETY,7,NDA050641
10058,5,1,h,ANXIETY,5,NDA050641
10059,5,1,h,CHRONIC KIDNEY DISEASE,5,NDA050641
10060,5,1,h,EMOTIONAL DISTRESS,5,NDA050641
10061,6,1,n,AMNESIA,1,NDA050641
10062,6,1,n,CONDITION AGGRAVATED,1,NDA050641
10063,6,1,n,CONFUSIONAL STATE,1,NDA050641
10064,6,1,h,CONDITION AGGRAVATED,1,NDA050641
10065,6,1,h,ERYTHEMA,1,NDA050641
10066,6,1,h,FEELING HOT,1,NDA050641
10067,5,2,n,ALOPECIA,3,NDA050641
10068,5,2,n,DEPRESSION,2,NDA050641
10069,5,2,n,MIGRAINE,2,NDA050641
10070,5,2,h,ACUTE KIDNEY INJURY,1,NDA050641
10071,5,2,h,ANHEDONIA,1,NDA050641
10072,5,2,h,ANXIETY,1,NDA050641
10073,6,2,n,CARDIAC DISORDER,1,NDA050641
10074,6,2,n,CARDIAC FAILURE CONGESTIVE,1,NDA050641
10075,6,2,n,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1,NDA050641
10076,6,2,h,DEATH,1,NDA050641
10077,6,2,h,SEPSIS,1,NDA050641
10078,2,1,l,NEUTROPHIL COUNT DECREASED,2,ANDA209218
10079,2,1,l,ASPARTATE AMINOTRANSFERASE INCREASED,1,ANDA209218
10080,2,1,l,ATRIAL FLUTTER,1,ANDA209218
10081,3,1,l,EXTRAVASATION,2,ANDA209218
10082,3,1,l,URTICARIA,2,ANDA209218
10083,3,1,l,ASTHMA,1,ANDA209218
10084,4,1,n,C-REACTIVE PROTEIN INCREASED,1,ANDA209218
10085,4,1,n,COVID-19,1,ANDA209218
10086,4,1,n,DIARRHOEA,1,ANDA209218
10087,5,1,l,DRUG-INDUCED LIVER INJURY,1,ANDA209218
10088,5,1,l,PNEUMONIA ASPIRATION,1,ANDA209218
10089,5,1,n,DIARRHOEA,8,ANDA209218
10090,5,1,n,CHEILITIS,7,ANDA209218
10091,5,1,n,PANCYTOPENIA,7,ANDA209218
10092,5,1,h,PANCREATITIS ACUTE,3,ANDA209218
10093,5,1,h,ACUTE KIDNEY INJURY,2,ANDA209218
10094,5,1,h,HYPERTRIGLYCERIDAEMIA,2,ANDA209218
10095,6,1,l,DRUG-INDUCED LIVER INJURY,1,ANDA209218
10096,6,1,l,HYPOKALAEMIA,1,ANDA209218
10097,6,1,l,LIVER DISORDER,1,ANDA209218
10098,6,1,n,ABDOMINAL DISTENSION,33,ANDA209218
10099,6,1,n,SEPSIS,32,ANDA209218
10100,6,1,n,GENERAL PHYSICAL HEALTH DETERIORATION,30,ANDA209218
10101,6,1,h,BRONCHITIS,2,ANDA209218
10102,6,1,h,APLASIA PURE RED CELL,1,ANDA209218
10103,6,1,h,DRUG HYPERSENSITIVITY,1,ANDA209218
10104,2,2,l,DRUG INEFFECTIVE,2,ANDA209218
10105,2,2,l,APLASTIC ANAEMIA,1,ANDA209218
10106,2,2,l,NEUTROPENIA,1,ANDA209218
10107,3,2,l,EXTRAVASATION,2,ANDA209218
10108,3,2,l,APPENDICITIS,1,ANDA209218
10109,4,2,n,ANGIOEDEMA,1,ANDA209218
10110,4,2,n,BLOOD CREATININE INCREASED,1,ANDA209218
10111,4,2,n,BLOOD PRESSURE INCREASED,1,ANDA209218
10112,5,2,l,ACUTE KIDNEY INJURY,1,ANDA209218
10113,5,2,l,ALANINE AMINOTRANSFERASE INCREASED,1,ANDA209218
10114,5,2,l,ASPARTATE AMINOTRANSFERASE INCREASED,1,ANDA209218
10115,5,2,n,ALVEOLITIS,7,ANDA209218
10116,5,2,n,ATRIAL FIBRILLATION,7,ANDA209218
10117,5,2,n,HYPOXIA,7,ANDA209218
10118,5,2,h,AGRANULOCYTOSIS,2,ANDA209218
10119,5,2,h,ACUTE KIDNEY INJURY,1,ANDA209218
10120,5,2,h,BLOOD GLUCOSE INCREASED,1,ANDA209218
10121,6,2,l,CEREBRAL HAEMORRHAGE,2,ANDA209218
10122,6,2,l,MYELODYSPLASTIC SYNDROME,2,ANDA209218
10123,6,2,l,PNEUMONIA,2,ANDA209218
10124,6,2,n,TOXIC EPIDERMAL NECROLYSIS,6,ANDA209218
10125,6,2,n,MULTIPLE ORGAN DYSFUNCTION SYNDROME,5,ANDA209218
10126,6,2,n,NAUSEA,5,ANDA209218
10127,6,2,h,ACUTE GENERALISED EXANTHEMATOUS PUSTULOSIS,2,ANDA209218
10128,6,2,h,CONDITION AGGRAVATED,2,ANDA209218
10129,6,2,h,DERMATITIS EXFOLIATIVE GENERALISED,2,ANDA209218
10130,5,1,n,ANXIETY,21,NDA010721
10131,5,1,n,EMOTIONAL DISTRESS,21,NDA010721
10132,5,1,n,PAIN,20,NDA010721
10133,5,1,h,ANHEDONIA,8,NDA010721
10134,5,1,h,ANXIETY,8,NDA010721
10135,5,1,h,EMOTIONAL DISTRESS,8,NDA010721
10136,6,1,l,COUGH,1,NDA010721
10137,6,1,n,DIARRHOEA,3,NDA010721
10138,6,1,n,DIZZINESS,3,NDA010721
10139,6,1,n,FATIGUE,2,NDA010721
10140,6,1,h,DIZZINESS,4,NDA010721
10141,6,1,h,FALL,2,NDA010721
10142,6,1,h,FATIGUE,2,NDA010721
10143,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,4,NDA010721
10144,1,2,l,MACROCEPHALY,4,NDA010721
10145,1,2,l,VENTRICULAR SEPTAL DEFECT,4,NDA010721
10146,3,2,l,ELECTROCARDIOGRAM QT PROLONGED,2,NDA010721
10147,3,2,l,DIABETES INSIPIDUS,1,NDA010721
10148,3,2,l,ELECTROLYTE IMBALANCE,1,NDA010721
10149,5,2,l,VERTIGO,1,NDA010721
10150,5,2,l,VERTIGO POSITIONAL,1,NDA010721
10151,5,2,n,PAIN,13,NDA010721
10152,5,2,n,EMOTIONAL DISTRESS,11,NDA010721
10153,5,2,n,ALOPECIA,8,NDA010721
10154,5,2,h,PAIN,10,NDA010721
10155,5,2,h,EMOTIONAL DISTRESS,6,NDA010721
10156,5,2,h,ANHEDONIA,5,NDA010721
10157,6,2,l,ALOPECIA,1,NDA010721
10158,6,2,l,CONSTIPATION,1,NDA010721
10159,6,2,l,DIARRHOEA,1,NDA010721
10160,6,2,n,DIZZINESS,16,NDA010721
10161,6,2,n,FATIGUE,14,NDA010721
10162,6,2,n,ASTHENIA,13,NDA010721
10163,6,2,h,FATIGUE,6,NDA010721
10164,6,2,h,DIZZINESS,5,NDA010721
10165,6,2,h,DYSPNOEA,5,NDA010721
10166,1,1,l,FALLOT^S TETRALOGY,1,ANDA086067
10167,1,1,l,MATERNAL EXPOSURE DURING PREGNANCY,1,ANDA086067
10168,3,1,l,CARDIAC FAILURE,1,ANDA086067
10169,3,1,l,DIARRHOEA,1,ANDA086067
10170,3,1,l,HEADACHE,1,ANDA086067
10171,5,1,l,ARRHYTHMIA,1,ANDA086067
10172,5,1,l,CHEST PAIN,1,ANDA086067
10173,5,1,l,DELIRIUM,1,ANDA086067
10174,5,1,n,PAIN,33,ANDA086067
10175,5,1,n,ANXIETY,32,ANDA086067
10176,5,1,n,FATIGUE,25,ANDA086067
10177,5,1,h,ANXIETY,14,ANDA086067
10178,5,1,h,PAIN,14,ANDA086067
10179,5,1,h,DYSPNOEA,12,ANDA086067
10180,6,1,l,PNEUMONIA,2,ANDA086067
10181,6,1,l,ABNORMAL LOSS OF WEIGHT,1,ANDA086067
10182,6,1,l,APHONIA,1,ANDA086067
10183,6,1,n,OFF LABEL USE,19,ANDA086067
10184,6,1,n,ANAEMIA,13,ANDA086067
10185,6,1,n,DEATH,9,ANDA086067
10186,6,1,h,DYSPNOEA,17,ANDA086067
10187,6,1,h,DIARRHOEA,15,ANDA086067
10188,6,1,h,INSOMNIA,15,ANDA086067
10189,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,1,ANDA086067
10190,1,2,l,FOETAL GROWTH RESTRICTION,1,ANDA086067
10191,1,2,l,FOETAL HYPOKINESIA,1,ANDA086067
10192,5,2,l,APHASIA,1,ANDA086067
10193,5,2,l,BRAIN NATRIURETIC PEPTIDE ABNORMAL,1,ANDA086067
10194,5,2,l,CONDITION AGGRAVATED,1,ANDA086067
10195,5,2,n,PAIN,30,ANDA086067
10196,5,2,n,ALOPECIA,29,ANDA086067
10197,5,2,n,HEADACHE,26,ANDA086067
10198,5,2,h,DYSPNOEA,4,ANDA086067
10199,5,2,h,PAIN,4,ANDA086067
10200,5,2,h,ANXIETY,3,ANDA086067
10201,6,2,l,CARDIAC FAILURE CONGESTIVE,2,ANDA086067
10202,6,2,l,DRUG INEFFECTIVE,2,ANDA086067
10203,6,2,l,PNEUMONIA,2,ANDA086067
10204,6,2,n,DIARRHOEA,26,ANDA086067
10205,6,2,n,FATIGUE,26,ANDA086067
10206,6,2,n,DYSPNOEA,23,ANDA086067
10207,6,2,h,DIZZINESS,5,ANDA086067
10208,6,2,h,URINARY TRACT INFECTION,5,ANDA086067
10209,6,2,h,FATIGUE,4,ANDA086067
10210,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,3,ANDA075528
10211,1,1,l,FOETAL GROWTH RESTRICTION,2,ANDA075528
10212,1,1,l,CONGENITAL ANOMALY,1,ANDA075528
10213,2,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,ANDA075528
10214,2,1,l,HAEMANGIOMA CONGENITAL,1,ANDA075528
10215,5,1,n,FEELING ABNORMAL,2,ANDA075528
10216,5,1,n,PRODUCT USE IN UNAPPROVED INDICATION,2,ANDA075528
10217,5,1,n,ACUTE KIDNEY INJURY,1,ANDA075528
10218,5,1,h,ASTHENIA,2,ANDA075528
10219,5,1,h,BLOOD TESTOSTERONE DECREASED,2,ANDA075528
10220,5,1,h,FATIGUE,2,ANDA075528
10221,6,1,n,DENTAL DISCOMFORT,1,ANDA075528
10222,6,1,n,DRUG INEFFECTIVE,1,ANDA075528
10223,6,1,n,FALL,1,ANDA075528
10224,6,1,h,PRODUCT USE IN UNAPPROVED INDICATION,2,ANDA075528
10225,6,1,h,ALOPECIA,1,ANDA075528
10226,6,1,h,ERECTILE DYSFUNCTION,1,ANDA075528
10227,1,2,l,CLEFT LIP,6,ANDA075528
10228,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,4,ANDA075528
10229,1,2,l,BACTERIAL DIARRHOEA,1,ANDA075528
10230,2,2,l,ENCEPHALOCELE,1,ANDA075528
10231,2,2,l,FOETAL EXPOSURE DURING PREGNANCY,1,ANDA075528
10232,3,2,l,PRECOCIOUS PUBERTY,1,ANDA075528
10233,4,2,n,ECTOPIC PREGNANCY,1,ANDA075528
10234,4,2,n,ENDOMETRIOSIS,1,ANDA075528
10235,4,2,n,EXPOSURE DURING PREGNANCY,1,ANDA075528
10236,5,2,n,PAIN,5,ANDA075528
10237,5,2,n,ABORTION SPONTANEOUS,4,ANDA075528
10238,5,2,n,ANXIETY,3,ANDA075528
10239,5,2,h,ADNEXAL TORSION,2,ANDA075528
10240,5,2,h,AMENORRHOEA,2,ANDA075528
10241,5,2,h,ANAPHYLACTIC REACTION,2,ANDA075528
10242,3,1,l,INTENTIONAL PRODUCT USE ISSUE,1,NDA010379
10243,3,1,l,OFF LABEL USE,1,NDA010379
10244,5,1,n,MALAISE,2,NDA010379
10245,5,1,n,ANAEMIA,1,NDA010379
10246,5,1,n,ANHEDONIA,1,NDA010379
10247,5,1,h,CHRONIC KIDNEY DISEASE,4,NDA010379
10248,5,1,h,CORONARY ARTERY DISEASE,3,NDA010379
10249,5,1,h,PAIN,3,NDA010379
10250,6,1,n,COMPLETED SUICIDE,3,NDA010379
10251,6,1,n,GAIT DISTURBANCE,3,NDA010379
10252,6,1,n,OFF LABEL USE,3,NDA010379
10253,6,1,h,HIGH FREQUENCY ABLATION,1,NDA010379
10254,6,1,h,OFF LABEL USE,1,NDA010379
10255,6,1,h,PLEURAL EFFUSION,1,NDA010379
10256,1,2,l,CAPILLARY LEAK SYNDROME,1,NDA010379
10257,1,2,l,FUNGAL SEPSIS,1,NDA010379
10258,1,2,l,GENERALISED OEDEMA,1,NDA010379
10259,4,2,n,SUICIDE ATTEMPT,1,NDA010379
10260,5,2,l,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,2,NDA010379
10261,5,2,l,ALOPECIA,1,NDA010379
10262,5,2,l,DRUG INEFFECTIVE,1,NDA010379
10263,5,2,n,PAIN,15,NDA010379
10264,5,2,n,DRUG INEFFECTIVE,11,NDA010379
10265,5,2,n,OFF LABEL USE,11,NDA010379
10266,5,2,h,DIZZINESS,4,NDA010379
10267,5,2,h,FATIGUE,4,NDA010379
10268,5,2,h,PAIN,4,NDA010379
10269,6,2,l,ALOPECIA,2,NDA010379
10270,6,2,l,BODY HEIGHT DECREASED,2,NDA010379
10271,6,2,l,ABNORMAL LOSS OF WEIGHT,1,NDA010379
10272,6,2,n,ALOPECIA,8,NDA010379
10273,6,2,n,DIZZINESS,7,NDA010379
10274,6,2,n,PAIN,5,NDA010379
10275,6,2,h,ALOPECIA,1,NDA010379
10276,6,2,h,ARTHRITIS INFECTIVE,1,NDA010379
10277,6,2,h,BLADDER PAIN,1,NDA010379
10278,3,1,l,PAPILLOEDEMA,3,BLA019640
10279,3,1,l,ASTHMA,1,BLA019640
10280,3,1,l,ATRIOVENTRICULAR BLOCK COMPLETE,1,BLA019640
10281,4,1,l,ACNE,1,BLA019640
10282,4,1,l,CONSTIPATION,1,BLA019640
10283,4,1,l,DRY SKIN,1,BLA019640
10284,4,1,n,OFF LABEL USE,2,BLA019640
10285,4,1,n,STEVENS-JOHNSON SYNDROME,2,BLA019640
10286,4,1,n,DRUG INTERACTION,1,BLA019640
10287,5,1,l,ADVERSE DRUG REACTION,1,BLA019640
10288,5,1,l,ASTHENIA,1,BLA019640
10289,5,1,l,BALANCE DISORDER,1,BLA019640
10290,5,1,n,ACUTE KIDNEY INJURY,1,BLA019640
10291,5,1,n,AMNESIA,1,BLA019640
10292,5,1,n,ANHEDONIA,1,BLA019640
10293,5,1,h,CONDITION AGGRAVATED,3,BLA019640
10294,5,1,h,WEIGHT INCREASED,3,BLA019640
10295,5,1,h,ABDOMINAL DISTENSION,2,BLA019640
10296,2,2,l,ADENOIDAL HYPERTROPHY,1,BLA019640
10297,2,2,l,APNOEA,1,BLA019640
10298,2,2,l,SLEEP APNOEA SYNDROME,1,BLA019640
10299,3,2,l,ASTHENIA,1,BLA019640
10300,3,2,l,DISCOMFORT,1,BLA019640
10301,3,2,l,DYSPHAGIA,1,BLA019640
10302,4,2,l,SNORING,3,BLA019640
10303,4,2,l,FATIGUE,2,BLA019640
10304,4,2,l,LIMB DEFORMITY,2,BLA019640
10305,4,2,n,ABDOMINAL DISCOMFORT,1,BLA019640
10306,4,2,n,ANGIOPLASTY,1,BLA019640
10307,4,2,n,CATHETERISATION CARDIAC,1,BLA019640
10308,5,2,l,DYSPHONIA,1,BLA019640
10309,5,2,l,DYSPNOEA,1,BLA019640
10310,5,2,l,OEDEMA,1,BLA019640
10311,5,2,n,OVARIAN HYPERSTIMULATION SYNDROME,2,BLA019640
10312,5,2,n,ADVERSE DRUG REACTION,1,BLA019640
10313,5,2,n,BLOOD PRESSURE INCREASED,1,BLA019640
10314,5,2,h,CEREBRAL SALT-WASTING SYNDROME,1,BLA019640
10315,5,2,h,DEPRESSED MOOD,1,BLA019640
10316,5,2,h,DRUG INTERACTION,1,BLA019640
10317,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,5,NDA021656
10318,1,1,l,PREMATURE BABY,3,NDA021656
10319,1,1,l,LOW BIRTH WEIGHT BABY,2,NDA021656
10320,2,1,h,DIABETIC KETOACIDOSIS,1,NDA021656
10321,3,1,l,ABDOMINAL PAIN,1,NDA021656
10322,3,1,l,DRUG ADMINISTERED TO PATIENT OF INAPPROPRIATE AGE,1,NDA021656
10323,3,1,l,ENTEROVIRUS INFECTION,1,NDA021656
10324,4,1,l,ASTHENIA,1,NDA021656
10325,4,1,l,BRADYCARDIA,1,NDA021656
10326,4,1,l,COUGH,1,NDA021656
10327,4,1,n,CONDITION AGGRAVATED,1,NDA021656
10328,4,1,n,FEBRILE NEUTROPENIA,1,NDA021656
10329,4,1,n,PERIPHERAL MOTOR NEUROPATHY,1,NDA021656
10330,5,1,n,PAIN,68,NDA021656
10331,5,1,n,EMOTIONAL DISTRESS,65,NDA021656
10332,5,1,n,ANXIETY,63,NDA021656
10333,5,1,h,PAIN,43,NDA021656
10334,5,1,h,ANXIETY,41,NDA021656
10335,5,1,h,EMOTIONAL DISTRESS,35,NDA021656
10336,6,1,l,INTERSTITIAL LUNG DISEASE,2,NDA021656
10337,6,1,n,DIARRHOEA,17,NDA021656
10338,6,1,n,ASTHENIA,15,NDA021656
10339,6,1,n,FATIGUE,13,NDA021656
10340,6,1,h,FATIGUE,12,NDA021656
10341,6,1,h,DRUG INEFFECTIVE,11,NDA021656
10342,6,1,h,ATRIAL FIBRILLATION,10,NDA021656
10343,3,2,l,FEBRILE NEUTROPENIA,4,NDA021656
10344,3,2,l,ACUTE KIDNEY INJURY,1,NDA021656
10345,3,2,l,BLISTER,1,NDA021656
10346,4,2,n,INTENTIONAL OVERDOSE,1,NDA021656
10347,4,2,n,SOMNOLENCE,1,NDA021656
10348,4,2,n,SUICIDE ATTEMPT,1,NDA021656
10349,5,2,l,DISSEMINATED INTRAVASCULAR COAGULATION,1,NDA021656
10350,5,2,l,DISTRIBUTIVE SHOCK,1,NDA021656
10351,5,2,l,DIZZINESS,1,NDA021656
10352,5,2,n,PAIN,41,NDA021656
10353,5,2,n,ANXIETY,30,NDA021656
10354,5,2,n,DRUG INEFFECTIVE,23,NDA021656
10355,5,2,h,PAIN,11,NDA021656
10356,5,2,h,ALOPECIA,10,NDA021656
10357,5,2,h,EMOTIONAL DISTRESS,10,NDA021656
10358,6,2,l,ACUTE RESPIRATORY FAILURE,1,NDA021656
10359,6,2,l,ASTHENIA,1,NDA021656
10360,6,2,l,DECREASED APPETITE,1,NDA021656
10361,6,2,n,DYSPNOEA,24,NDA021656
10362,6,2,n,DIARRHOEA,23,NDA021656
10363,6,2,n,OFF LABEL USE,21,NDA021656
10364,6,2,h,DRUG INEFFECTIVE,4,NDA021656
10365,6,2,h,DYSPNOEA,4,NDA021656
10366,6,2,h,ALOPECIA,3,NDA021656
10367,1,1,l,FLUID INTAKE REDUCED,1,NDA022128
10368,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,NDA022128
10369,1,1,l,PREMATURE BABY,1,NDA022128
10370,5,1,l,ANAEMIA,1,NDA022128
10371,5,1,l,CACHEXIA,1,NDA022128
10372,5,1,l,LACTIC ACIDOSIS,1,NDA022128
10373,5,1,n,EMOTIONAL DISTRESS,31,NDA022128
10374,5,1,n,PAIN,31,NDA022128
10375,5,1,n,ANXIETY,25,NDA022128
10376,5,1,h,ANXIETY,14,NDA022128
10377,5,1,h,ANHEDONIA,13,NDA022128
10378,5,1,h,EMOTIONAL DISTRESS,13,NDA022128
10379,6,1,n,CHRONIC KIDNEY DISEASE,6,NDA022128
10380,6,1,n,ANHEDONIA,5,NDA022128
10381,6,1,n,ANXIETY,5,NDA022128
10382,5,2,l,ANAEMIA MACROCYTIC,1,NDA022128
10383,5,2,l,ANXIETY,1,NDA022128
10384,5,2,l,ARTHRALGIA,1,NDA022128
10385,5,2,n,ANXIETY,14,NDA022128
10386,5,2,n,ANHEDONIA,13,NDA022128
10387,5,2,n,EMOTIONAL DISTRESS,13,NDA022128
10388,6,2,n,ANAEMIA,1,NDA022128
10389,6,2,n,ANHEDONIA,1,NDA022128
10390,6,2,n,ANXIETY,1,NDA022128
10391,3,1,l,OLIGURIA,6,NDA208010
10392,3,1,l,SEIZURE,2,NDA208010
10393,3,1,l,VOMITING,2,NDA208010
10394,4,1,n,CLONIC CONVULSION,1,NDA208010
10395,4,1,n,LOSS OF CONSCIOUSNESS,1,NDA208010
10396,4,1,n,LYMPHOPENIA,1,NDA208010
10397,5,1,n,PAIN,4,NDA208010
10398,5,1,n,ACUTE KIDNEY INJURY,3,NDA208010
10399,5,1,n,ASTHENIA,3,NDA208010
10400,5,1,h,PLASMA CELL MYELOMA,6,NDA208010
10401,5,1,h,PLASMA CELL MYELOMA REFRACTORY,6,NDA208010
10402,5,1,h,THERAPY PARTIAL RESPONDER,6,NDA208010
10403,6,1,n,FEBRILE NEUTROPENIA,8,NDA208010
10404,6,1,n,DEATH,3,NDA208010
10405,6,1,n,ESCHERICHIA INFECTION,3,NDA208010
10406,6,1,h,ANAEMIA,1,NDA208010
10407,6,1,h,ASTHENIA,1,NDA208010
10408,6,1,h,BIOPSY KIDNEY,1,NDA208010
10409,5,2,n,HALLUCINATION,5,NDA208010
10410,5,2,n,HYPOGLYCAEMIA,5,NDA208010
10411,5,2,n,HYPOTENSION,5,NDA208010
10412,5,2,h,ASTHENIA,1,NDA208010
10413,5,2,h,BLOOD PRESSURE INCREASED,1,NDA208010
10414,5,2,h,CARDIAC DISORDER,1,NDA208010
10415,6,2,l,COLITIS,1,NDA208010
10416,6,2,l,ESCHERICHIA SEPSIS,1,NDA208010
10417,6,2,l,FEBRILE NEUTROPENIA,1,NDA208010
10418,6,2,n,ACUTE KIDNEY INJURY,5,NDA208010
10419,6,2,n,ISCHAEMIC STROKE,5,NDA208010
10420,6,2,n,ACUTE RESPIRATORY FAILURE,2,NDA208010
10483,5,1,n,BEHAVIOUR DISORDER,4,ANDA078888
10484,5,1,n,AGGRESSION,3,ANDA078888
10485,5,1,n,BACK PAIN,3,ANDA078888
10486,5,1,h,DRUG INTERACTION,2,ANDA078888
10487,5,1,h,SEROTONIN SYNDROME,2,ANDA078888
10488,5,1,h,ABDOMINAL PAIN UPPER,1,ANDA078888
10489,6,1,n,ABDOMINAL DISCOMFORT,1,ANDA078888
10490,6,1,n,ABNORMAL DREAMS,1,ANDA078888
10491,6,1,n,ARTHRALGIA,1,ANDA078888
10492,6,1,h,DRUG INTERACTION,2,ANDA078888
10493,6,1,h,EATING DISORDER SYMPTOM,2,ANDA078888
10494,6,1,h,FATIGUE,2,ANDA078888
10495,3,2,l,ASTHMA,1,ANDA078888
10496,3,2,l,SKIN FISSURES,1,ANDA078888
10497,3,2,l,SKIN HAEMORRHAGE,1,ANDA078888
10498,5,2,n,ALOPECIA,5,ANDA078888
10499,5,2,n,ANXIETY,5,ANDA078888
10500,5,2,n,DIARRHOEA,5,ANDA078888
10501,5,2,h,ALOPECIA,2,ANDA078888
10502,5,2,h,BACK PAIN,2,ANDA078888
10503,5,2,h,CONTUSION,2,ANDA078888
10504,6,2,n,DRUG INEFFECTIVE,6,ANDA078888
10505,6,2,n,NAUSEA,4,ANDA078888
10506,6,2,n,PRURITUS,3,ANDA078888
10507,6,2,h,ANXIETY,1,ANDA078888
10508,6,2,h,CATARACT OPERATION,1,ANDA078888
10509,6,2,h,CONSTIPATION,1,ANDA078888
10510,1,1,l,FOETAL EXPOSURE TIMING UNSPECIFIED,2,NDA020664
10511,1,1,l,HYPOCALCAEMIA,2,NDA020664
10512,1,1,l,LOW BIRTH WEIGHT BABY,2,NDA020664
10513,5,1,n,OFF LABEL USE,12,NDA020664
10514,5,1,n,ABDOMINAL DISCOMFORT,11,NDA020664
10515,5,1,n,ARTHROPATHY,11,NDA020664
10516,5,1,h,DRUG INEFFECTIVE,3,NDA020664
10517,5,1,h,HEADACHE,2,NDA020664
10518,5,1,h,AFFECTIVE DISORDER,1,NDA020664
10519,6,1,n,BACK DISORDER,1,NDA020664
10520,6,1,n,BLOOD SODIUM ABNORMAL,1,NDA020664
10521,6,1,n,COVID-19,1,NDA020664
10522,6,1,h,BACK PAIN,1,NDA020664
10523,6,1,h,BLADDER CANCER,1,NDA020664
10524,6,1,h,BLOOD GLUCOSE INCREASED,1,NDA020664
10525,1,2,l,APGAR SCORE LOW,1,NDA020664
10526,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,1,NDA020664
10527,1,2,l,FOETAL MACROSOMIA,1,NDA020664
10528,5,2,l,ABASIA,1,NDA020664
10529,5,2,l,ATAXIA,1,NDA020664
10530,5,2,l,BRAIN NEOPLASM,1,NDA020664
10531,5,2,n,DIZZINESS,7,NDA020664
10532,5,2,n,OFF LABEL USE,6,NDA020664
10533,5,2,n,ABDOMINAL PAIN,5,NDA020664
10534,5,2,h,ANXIETY,3,NDA020664
10535,5,2,h,EMOTIONAL DISTRESS,3,NDA020664
10536,5,2,h,ALOPECIA,2,NDA020664
10537,6,2,l,DECREASED APPETITE,2,NDA020664
10538,6,2,l,FALL,2,NDA020664
10539,6,2,l,FATIGUE,2,NDA020664
10540,6,2,n,LOWER RESPIRATORY TRACT INFECTION,16,NDA020664
10541,6,2,n,PULMONARY PAIN,16,NDA020664
10542,6,2,n,PRODUCT DOSE OMISSION ISSUE,15,NDA020664
10543,6,2,h,ACUTE KIDNEY INJURY,1,NDA020664
10544,2,1,l,HEPATIC HAEMORRHAGE,1,NDA020571
10545,2,1,l,INTRA-ABDOMINAL HAEMORRHAGE,1,NDA020571
